Date	TimeOfDay	Type	SubType	Distance	DistanceUnit	Duration	Weight	WeightUnit	RestHR	AvgHR	MaxHR	Sleep	Calories	Quality	Effort	Weather	Temperature	TempUnit	Notes	Course	CourseSurface	CourseNotes	ShoeMake	ShoeModel	Size	System	ShoeSerial	ShoePrice	OverallPlace	FieldSize	GroupMinAge	GroupMaxAge	GroupPlace	GroupSize	GenderPlace	GenderSize	
2013-03-20		Weights	0	0.00	Meter	0:0:00	67.0	kg																												
2013-03-20		Row	Default	2000.00	Meter	0:0:00	67.0	kg											5																	
2013-03-20		Run	Default	4.80	Kilometer	0:0:00														Work-home via wol	Asphalt,Concrete		ASICS	Gel-1170	11.00	UK	#2									
2013-03-20		Run	Default	2.00	Kilometer	0:0:00																	ASICS	Gel-1170	11.00	UK	#2									
2013-03-25		Weights	0	0.00	Meter	0:0:00	67.0	kg																												
2013-03-25		Run	Easy	2.00	Kilometer	0:0:00														Treadmill	Treadmill		ASICS	Gel-1160	11.00	UK										
2013-03-25		Run	Easy	3.50	Kilometer	0:0:00													Death-jog home after falling on knee	Meadowbank-home	Asphalt,Concrete		ASICS	Gel-1160	11.00	UK										
2013-03-25		Badminton	Default	0.00	Kilometer	0:0:00	67.0	kg																												
2013-04-08		Weights	0	0.00	Meter	0:0:00	67.0	kg																												
2013-04-08		Run	Easy	4.80	Kilometer	0:0:00														Work-home via wol	Asphalt,Concrete		ASICS	Gel-1160	11.00	UK										
2013-04-08		Run	Easy	2.00	Kilometer	0:0:00													super slow easy	Treadmill	Treadmill		ASICS	Gel-1160	11.00	UK										
2013-04-11		Run	Easy	2.00	Kilometer	0:11:00	67.0	kg												Treadmill	Treadmill		ASICS	Gel-1170	11.00	UK	#2									
2013-04-11		Run	Tempo	9.00	Kilometer	0:0:00	67.0	kg											11km/h, progressive 12-14  increasing 0.5/km	Treadmill	Treadmill		ASICS	Gel-1170	11.00	UK	#2									
2013-04-11		Weights	0	0.00	Meter	0:0:00	67.0	kg																												
2013-04-15		Run	Default	9.60	Kilometer	0:0:00														Home via portabello	Asphalt		ASICS	Gel-1170	11.00	UK	#2									
2013-04-15		Weights	0	0.00	Meter	0:0:00	67.0	kg																												
2013-04-16		Run	Default	9.60	Kilometer	0:0:00														Home via portabello	Asphalt		ASICS	Gel-1170	11.00	UK	#2									
2013-04-17		Weights	0	0.00	Meter	0:0:00	67.0	kg																												
2013-04-17		Run	Default	4.80	Kilometer	0:0:00														Work-home via wol	Asphalt,Concrete		ASICS	Gel-1170	11.00	UK	#2									
2013-04-17		Spinning	Default	4.00	Kilometer	0:10:00	67.0	kg											easy, sore knee																	
2013-04-18		Run	Default	9.60	Kilometer	0:0:00														Home via portabello	Asphalt		ASICS	Gel-1170	11.00	UK	#2									
2013-04-19		Run	Default	2.00	Kilometer	0:0:00														Treadmill	Treadmill		ASICS	Gel-1170	11.00	UK	#2									
2013-04-19		Weights	0	0.00	Meter	0:0:00	68.0	kg																												
2013-04-20		Walk	Default	0.00	Kilometer	0:0:00	68.0	kg												Arthur's seat																
2013-04-22		Weights	0	0.00	Meter	0:0:00	68.0	kg																												
2013-04-22		Run	Default	2.00	Kilometer	0:0:00	68.0	kg												Treadmill	Treadmill		ASICS	Gel-1170	11.00	UK	#2									
2013-04-22		Run	Default	4.80	Kilometer	0:0:00														Work-home via wol	Asphalt,Concrete		ASICS	Gel-1170	11.00	UK	#2									
2013-04-23		Run	Default	9.60	Kilometer	0:0:00														Home via portabello	Asphalt		ASICS	Gel-1170	11.00	UK	#2									
2013-04-24		Run	Default	2.00	Kilometer	0:0:00														Treadmill	Treadmill		ASICS	Gel-1170	11.00	UK	#2									
2013-04-24		Run	Tempo	9.60	Kilometer	0:0:00	68.0	kg												Home via portabello	Asphalt		ASICS	Gel-1170	11.00	UK	#2									
2013-04-24		Weights	0	0.00	Meter	0:0:00	68.0	kg																												
2013-04-25		Run	Default	9.60	Kilometer	0:0:00	68.0	kg												Home via portabello	Asphalt		ASICS	Gel-1170	11.00	UK	#2									
2013-04-26		Run	Interval	2.50	Kilometer	0:0:00														Treadmill	Treadmill		ASICS	Gel-1170	11.00	UK	#2									
2013-04-26		Weights	0				68.0	kg																												
2013-04-29		Run	Default	2.00	Kilometer	0:0:00	68.0	kg												Treadmill	Treadmill		ASICS	Gel-1170	11.00	UK	#2									
2013-04-29		Run	Default	13.00	Kilometer	0:0:00	68.0	kg												Home via portabello prom	Asphalt,Concrete	Work - end of promenade - home	ASICS	Gel-1170	11.00	UK	#2									
2013-04-29		Weights	0	0.00	Meter	0:0:00	68.0	kg																												
2013-04-30		Run	Default	9.60	Kilometer	0:0:00	68.0	kg												Home via portabello	Asphalt		ASICS	Gel-1170	11.00	UK	#2									
2013-05-01		Run	Default	2.00	Kilometer	0:0:00														Treadmill	Treadmill		ASICS	Gel-1170	11.00	UK	#2									
2013-05-01		Run	Default	9.60	Kilometer	0:0:00														Home via portabello	Asphalt		ASICS	Gel-1170	11.00	UK	#2									
2013-05-01		Weights	0	0.00	Meter	0:0:00	69.0	kg																												
2013-05-02		Run	Default	9.60	Kilometer	0:0:00														Home via portabello	Asphalt		ASICS	Gel-1170	11.00	UK	#2									
2013-05-03		Weights	0	0.00	Meter	0:0:00	69.0	kg																												
2013-05-03		Run	Easy	4.80	Kilometer	0:0:00	69.0	kg												Work-home via wol	Asphalt,Concrete		ASICS	Gel-1170	11.00	UK	#2									
2013-05-03		Run	Default	3.00	Kilometer	0:0:00	69.0	kg												Treadmill	Treadmill		ASICS	Gel-1170	11.00	UK	#2									
2013-05-04	11:57	Run	Tempo	10.01	Kilometer	0:40:43.54	69.0	kg															New Balance	901	10.50	UK										
2013-05-07		Run	Default	2.00	Kilometer	0:0:00	69.0	kg												Treadmill	Treadmill		ASICS	Gel-1170	11.00	UK	#2									
2013-05-07		Weights	0				69.0	kg																												
2013-05-07		Run	Easy	4.80	Kilometer	0:0:00														Work-home via wol	Asphalt,Concrete		ASICS	Gel-1170	11.00	UK	#2									
2013-05-08	18:10	Run	Default	19.47	Kilometer	1:29:20.36	69.0	kg															ASICS	Gel-1170	11.00	UK	#2									
2013-05-09		Run	Default	2.00	Kilometer	0:0:00														Treadmill	Treadmill		ASICS	Gel-1170	11.00	UK	#2									
2013-05-11	15:18	Run	Default	12.00	Kilometer	0:52:55.07	69.0	kg															ASICS	GT-1000	11.00	UK										
2013-05-12	10:55	Run	Long	32.01	Kilometer	2:39:34.21	69.0	kg															ASICS	GT-1000	11.00	UK										
2013-05-13		Run	Default	3.50	Kilometer	0:0:00	69.0	kg												Meadowbank-home	Asphalt,Concrete		ASICS	Gel-1170	11.00	UK	#2									
2013-05-13		Run	Default	2.00	Kilometer	0:0:00	69.0	kg												Work-Meadowbank	Asphalt		ASICS	Gel-1170	11.00	UK	#2									
2013-05-14		Run	Default	4.80	Kilometer	0:0:00	69.0	kg												Work-home via wol	Asphalt,Concrete		ASICS	Gel-1170	11.00	UK	#2									
2013-05-14		Run	Default	3.00	Kilometer	0:0:00													decent pace, felt like tm was running slow with lower incline - fit?	Treadmill	Treadmill		ASICS	GT-1000	11.00	UK										
2013-05-14		Weights	0				69.0	kg																												
2013-05-15		Run	Easy	9.50	Kilometer	0:0:00	69.0	kg												Work-meadows-home	Asphalt,Concrete		New Balance	901	10.50	UK										
2013-05-15		Run	Race	2.00	Mile	0:11:09	69.0	kg												Meadows race	Asphalt	Sri Chinmoy self-transcendence summer race series, Meadows 5km etc.	New Balance	901	10.50	UK			12	59						
2013-05-16		Weights	0	0.00	Meter	0:0:00	69.0	kg																												
2013-05-16		Run	Easy	4.80	Kilometer	0:0:00	69.0	kg												Work-home via wol	Asphalt,Concrete		ASICS	GT-1000	11.00	UK										
2013-05-16		Run	Default	2.00	Kilometer	0:0:00														Treadmill	Treadmill		ASICS	GT-1000	11.00	UK										
2013-05-20		Run	Default	3.50	Kilometer	0:0:00	69.0	kg												Meadowbank-home	Asphalt,Concrete		ASICS	GT-1000	11.00	UK										
2013-05-20		Run	Default	2.00	Kilometer	0:0:00														Work-Meadowbank	Asphalt		ASICS	GT-1000	11.00	UK										
2013-05-21		Run	Default	2.00	Kilometer	0:0:00														Treadmill	Treadmill		ASICS	GT-1000	11.00	UK										
2013-05-21		Run	Default	4.80	Kilometer	0:0:00	69.0	kg												Work-home via wol	Asphalt,Concrete		ASICS	GT-1000	11.00	UK										
2013-05-21		Weights	0	0.00	Meter	0:0:00	69.0	kg																												
2013-05-22		Run	Default	9.60	Kilometer	0:0:00														Home via portabello	Asphalt		ASICS	GT-1000	11.00	UK										
2013-05-23		Weights	0	0.00	Meter	0:0:00	69.0	kg																												
2013-05-23		Run	Easy	4.80	Kilometer	0:0:00	69.0	kg												Work-home via wol	Asphalt,Concrete		ASICS	GT-1000	11.00	UK										
2013-05-23		Run	Default	2.00	Kilometer	0:0:00														Treadmill	Treadmill		ASICS	GT-1000	11.00	UK										
2013-05-26	9:57	Run	Race	42.20	Kilometer	3:01:12.34	69.0	kg											From results:<br><br>03:01:12<br>10k: 00:41:48<br>Half: 01:28:45<br>30k: 02:07:00<br>Marathon: 03:01:12	Edinburgh Marathon	Asphalt		ASICS	GT-1000	11.00	UK			128							
2013-05-28		Weights	0	0.00	Meter	0:0:00	69.0	kg																												
2013-05-28		Run	Easy	2.50	Kilometer	0:0:00														Treadmill	Treadmill		ASICS	GT-1000	11.00	UK										
2013-05-29		Run	Easy	4.80	Kilometer	0:0:00														Work-home via wol	Asphalt,Concrete		ASICS	GT-1000	11.00	UK										
2013-05-30		Weights	0	0.00	Meter	0:0:00	69.0	kg																												
2013-05-30		Run	Default	2.00	Kilometer	0:0:00														Treadmill	Treadmill		ASICS	GT-1000	11.00	UK										
2013-06-01	8:59	Run	Easy	2.24	Kilometer	0:11:00.89	69.0	kg												warmup etc.			New Balance	901	10.50	UK										
2013-06-01	9:33	Run	Race	5.00	Kilometer	0:17:39	69.0	kg												Silverknowes ParkRun 5k			New Balance	901	10.50	UK			4	355						
2013-06-02	18:30	Run	Default	8.00	Kilometer	0:34:40.97	69.0	kg															ASICS	GT-1000	11.00	UK										
2013-06-04	0:00	Walk	Default	30.48	Kilometer	0:0:00													Bynack More<br>+850m																	
2013-06-05		Walk	Default	12.50	Kilometer	0:0:00	69.0	kg											Meall a Buchaille ridge<br>+750m																	
2013-06-06		Walk	Default	40.00	Kilometer	0:0:00	69.0	kg											Braeriach-Cairn Toul-Devil's Point-Corrour-back via Laraig Ghru<br>+2100m																	
2013-06-08		Run	Easy	2.90	Kilometer	0:0:00														Gym-home via leith walk			New Balance	901	10.50	UK										
2013-06-08		Row	Default	1000.00	Meter	0:0:00	69.0	kg																												
2013-06-08		Weights	0	0.00	Meter	0:0:00	69.0	kg																												
2013-06-08	8:42	Run	Default	7.84	Kilometer	0:35:37.19	69.0	kg												Cramond			New Balance	901	10.50	UK										
2013-06-08	9:32	Run	Race	5.00	Kilometer	0:17:36	69.0	kg								Sunny			Lovely sunny clear weather, easterly wind for a change	Silverknowes ParkRun 5k			New Balance	901	10.50	UK										
2013-06-09	17:27	Run	Tempo	15.92	Kilometer	1:10:46.77	69.0	kg											Not too fast but legs felt pretty dead, decent effort to keep a pace up	Cramond			ASICS	GT-1000	11.00	UK										
2013-06-10		Run	Easy	3.50	Kilometer	0:0:00	69.0	kg												Meadowbank-home	Asphalt,Concrete		ASICS	GT-1000	11.00	UK										
2013-06-10		Run	Easy	2.00	Kilometer	0:0:00	69.0	kg												Treadmill	Treadmill		ASICS	GT-1000	11.00	UK										
2013-06-10		Weights	0	0.00	Meter	0:0:00	69.0	kg																												
2013-06-10		Badminton	Default	0.00	Kilometer	0:0:00	69.0	kg																												
2013-06-10		Run	Easy	2.00	Kilometer	0:0:00	69.0	kg												Work-Meadowbank	Asphalt		ASICS	GT-1000	11.00	UK										
2013-06-11		Run	Default	9.60	Kilometer	0:0:00	69.0	kg												Home via portabello	Asphalt		ASICS	GT-1000	11.00	UK										
2013-06-12	19:01	Run	Race	5.00	Kilometer	0:17:33	69.0	kg												Meadows race	Asphalt	Sri Chinmoy self-transcendence summer race series, Meadows 5km etc.	New Balance	901	10.50	UK										
2013-06-12	19:39	Run	Easy	9.92	Kilometer	0:0:00	69.0	kg												Work-meadows-home	Asphalt,Concrete		New Balance	901	10.50	UK										
2013-06-13		Weights	0	0.00	Meter	0:0:00	69.0	kg																												
2013-06-13		Run	Easy	4.80	Kilometer	0:0:00	69.0	kg											heavy pack/pharmacy	Work-home via wol	Asphalt,Concrete		ASICS	GT-1000	11.00	UK										
2013-06-13		Run	Default	2.00	Kilometer	0:0:00	69.0	kg												Treadmill	Treadmill		ASICS	GT-1000	11.00	UK										
2013-06-16	10:16	Run	Race	23.43	Kilometer	1:56:22.87	69.0	kg								Sunny	16	C	Warm, dry<br>probably bit too fast out<br>no major route fails, couple of moments of indecision 20s? 1 poor crossing timing<br>trail shoes worked well, no prob on roads and confidence for steeper bits	Seven hills race			adidas	Adizero XT	11.00	UK		80.00	22	187						
2013-06-17		Run	Easy	2.00	Kilometer	0:0:00	69.0	kg												Work-Meadowbank	Asphalt		ASICS	Gel-1160	11.00	UK										
2013-06-17		Run	Easy	3.50	Kilometer	0:0:00	69.0	kg												Meadowbank-home	Asphalt,Concrete		ASICS	Gel-1160	11.00	UK										
2013-06-17		Badminton	Default	0.00	Kilometer	0:0:00	69.0	kg																												
2013-06-17		Weights	0	0.00	Meter	0:0:00	69.0	kg																												
2013-06-18		Run	Easy	9.60	Kilometer	0:0:00	69.0	kg												Home via portabello	Asphalt		ASICS	GT-1000	11.00	UK										
2013-06-19		Run	Default	2.00	Kilometer	0:0:00	69.0	kg												Treadmill	Treadmill		ASICS	GT-1000	11.00	UK										
2013-06-19		Weights	0	0.00	Meter	0:0:00	69.0	kg																												
2013-06-19		Run	Easy	4.80	Kilometer	0:0:00	69.0	kg												Work-home via wol	Asphalt,Concrete		ASICS	GT-1000	11.00	UK										
2013-06-20		Run	Easy	13.00	Kilometer	0:0:00	69.0	kg												Home via portabello prom	Asphalt,Concrete	Work - end of promenade - home	ASICS	GT-1000	11.00	UK										
2013-06-21		Run	Easy	2.00	Kilometer	0:0:00														Treadmill	Treadmill		ASICS	GT-1000	11.00	UK										
2013-06-21		Weights	0	0.00	Meter	0:0:00	69.0	kg																												
2013-06-23	18:32	Run	Long	22.22	Kilometer	1:57:56.24	69.0	kg												Cramond			ASICS	GT-1000	11.00	UK										
2013-06-24		Run	Easy	2.00	Kilometer	0:0:00														Work-Meadowbank	Asphalt		ASICS	GT-1000	11.00	UK										
2013-06-24		Weights	0	0.00	Meter	0:0:00	69.0	kg																												
2013-06-24		Badminton	Default	0.00	Kilometer	0:0:00	69.0	kg																												
2013-06-24		Run	Easy	2.00	Kilometer	0:0:00														Treadmill	Treadmill		ASICS	GT-1000	11.00	UK										
2013-06-24	19:00	Run	Easy	3.50	Kilometer	0:0:00														Meadowbank-home	Asphalt,Concrete		ASICS	GT-1000	11.00	UK										
2013-06-25		Run	Default	9.60	Kilometer	0:0:00														Home via portabello	Asphalt		ASICS	GT-1000	11.00	UK										
2013-06-26		Run	Easy	9.50	Kilometer	0:0:00														Work-meadows-home	Asphalt,Concrete		ASICS	GT-1000	11.00	UK										
2013-06-26	19:00	Run	Race	1.00	Mile	0:5:05														Meadows race	Asphalt	Sri Chinmoy self-transcendence summer race series, Meadows 5km etc.	New Balance	901	10.50	UK										
2013-06-27		Weights	0	0.00	Meter	0:0:00	69.0	kg											1st go at deadlift; nothing to raise weights to proper starting height																	
2013-06-27		Run	Default	2.00	Kilometer	0:0:00														Treadmill	Treadmill		ASICS	GT-1000	11.00	UK										
2013-06-27		Run	Default	4.80	Kilometer	0:0:00														Work-home via wol	Asphalt,Concrete		ASICS	GT-1000	11.00	UK										
2013-06-28		Run	Default	8.20	Kilometer	0:0:00	69.0	kg												Arthur's seat omni cross-loop	Asphalt,Track		ASICS	GT-1000	11.00	UK										
2013-06-30	15:26	Run	Long	32.50	Kilometer	2:46:34.42	69.0	kg															ASICS	GT-1000	11.00	UK										
2013-07-01		Badminton	Default	0.00	Kilometer	0:0:00	69.0	kg																												
2013-07-01		Run	Easy	3.50	Kilometer	0:0:00	69.0	kg												Meadowbank-home	Asphalt,Concrete		ASICS	Gel-1160	11.00	UK										
2013-07-01		Run	Easy	2.00	Kilometer	0:0:00	69.0	kg												Work-Meadowbank	Asphalt		ASICS	Gel-1160	11.00	UK										
2013-07-01		Weights	0	0.00	Meter	0:0:00	69.0	kg																												
2013-07-01	12:15	Run	Easy	2.00	Kilometer	0:0:00	69.0	kg												Treadmill	Treadmill		ASICS	GT-1000	11.00	UK										
2013-07-02		Run	Default	13.00	Kilometer	0:0:00	69.0	kg												Home via portabello prom	Asphalt,Concrete	Work - end of promenade - home	ASICS	GT-1000	11.00	UK										
2013-07-03		Weights	0				67.0	kg																												
2013-07-03		Run	Default	3.30	Kilometer	0:0:00														Work-meadows	Asphalt		New Balance	901	10.50	UK										
2013-07-03	19:01	Run	Race	5.00	Kilometer	0:17:39.90	69.0	kg												Meadows race	Asphalt	Sri Chinmoy self-transcendence summer race series, Meadows 5km etc.														
2013-07-03	19:49	Run	Default	6.83	Kilometer	0:36:34.47	69.0	kg																												
2013-07-04		Run	Default	9.60	Kilometer	0:0:00	67.0	kg												Home via portabello	Asphalt		ASICS	GT-1000	11.00	UK										
2013-07-05		Weights	0	0.00	Meter	0:0:00	67.0	kg																												
2013-07-05		Run	Default	4.80	Kilometer	0:0:00	67.0	kg											-gym	Work-home via wol	Asphalt,Concrete		ASICS	GT-1000	11.00	UK										
2013-07-05		Run	Default	9.60	Kilometer	0:0:00	67.0	kg												Home via portabello	Asphalt		ASICS	GT-1000	11.00	UK										
2013-07-06	19:17	Run	Hill	9.30	Kilometer	0:54:55.11	67.0	kg															adidas	Adizero XT	11.00	UK		80.00								
2013-07-07	6:24	Run	Hill	13.79	Kilometer	1:41:09.77	67.0	kg															adidas	Adizero XT	11.00	UK		80.00								
2013-07-10		Run	Default	4.80	Kilometer	0:0:00	67.0	kg												Work-home via wol	Asphalt,Concrete		ASICS	GT-1000	11.00	UK										
2013-07-10		Run	Default	2.00	Kilometer	0:0:00	67.0	kg												Treadmill	Treadmill		ASICS	GT-1000	11.00	UK										
2013-07-10		Weights	0	0.00	Meter	0:0:00	67.0	kg																												
2013-07-12		Weights	0	0.00	Meter	0:0:00	67.0	kg																												
2013-07-12	19:13	Run	Default	16.00	Kilometer	1:15:12.49	67.0	kg								Sunny	25	C	HOT<br>No water + needing dinner, almost ready to collapse at the end. Cold shower best thing ever.				ASICS	GT-1000	11.00	UK										
2013-07-15		Run	Default	2.00	Kilometer	0:0:00	67.0	kg												Treadmill	Treadmill		ASICS	GT-1000	11.00	UK										
2013-07-15		Run	Default	9.60	Kilometer	0:0:00	67.0	kg												Home via portabello	Asphalt		ASICS	GT-1000	11.00	UK										
2013-07-15		Weights	0	0.00	Meter	0:0:00	67.0	kg																												
2013-07-16	18:10	Run	Default	9.60	Kilometer	0:0:00	67.0	kg												Home via portabello	Asphalt		ASICS	GT-1000	11.00	UK										
2013-07-17		Run	Default	9.60	Kilometer	0:0:00	67.0	kg												Home via portabello	Asphalt		ASICS	GT-1000	11.00	UK										
2013-07-17		Run	Default	2.00	Kilometer	0:0:00	67.0	kg												Treadmill	Treadmill		ASICS	GT-1000	11.00	UK										
2013-07-17		Weights	0	0.00	Meter	0:0:00	67.0	kg																												
2013-07-18	17:45	Run	Default	16.40	Kilometer	0:0:00	67.0	kg								Sunny,Windy	26	C	Ridiculously hot & sunny, at least there was some wind<br><br>to petrol station for drink - rather necessary!<br>some stops on way back to drink	Work-Musselburgh-Home	Asphalt,Concrete		ASICS	GT-1000	11.00	UK										
2013-07-19		Run	Default	9.60	Kilometer	0:0:00	67.0	kg												Home via portabello	Asphalt		ASICS	GT-1000	11.00	UK										
2013-07-19		Run	Default	2.00	Kilometer	0:0:00	67.0	kg												Treadmill	Treadmill		ASICS	GT-1000	11.00	UK										
2013-07-19		Weights	0	0.00	Meter	0:0:00	67.0	kg																												
2013-07-20		Walk	Default	20.00	Kilometer	7:00:00	67.0	kg											+2400M	Ben Cruachan																
2013-07-22		Run	Default	2.00	Kilometer	0:0:00	67.0	kg												Treadmill	Treadmill		ASICS	GT-1000	11.00	UK										
2013-07-22		Run	Easy	2.00	Kilometer	0:0:00	67.0	kg												Work-Meadowbank	Asphalt		ASICS	GT-1000	11.00	UK										
2013-07-22		Run	Easy	3.50	Kilometer	0:0:00	67.0	kg												Meadowbank-home	Asphalt,Concrete		ASICS	GT-1000	11.00	UK										
2013-07-22		Badminton	Default	0.00	Kilometer	0:0:00	67.0	kg																												
2013-07-22		Weights	0	0.00	Meter	0:0:00	66.0	kg																												
2013-07-23	17:30	Run	Default	16.40	Kilometer	0:0:00	67.0	kg								Overcast	17	C	garage	Work-Musselburgh-Home	Asphalt,Concrete		ASICS	GT-1000	11.00	UK										
2013-07-24		Run	Default	2.00	Kilometer	0:0:00	67.0	kg												Treadmill	Treadmill		ASICS	GT-1000	11.00	UK										
2013-07-24		Run	Default	9.60	Kilometer	0:0:00	66.0	kg												Home via portabello	Asphalt		ASICS	GT-1000	11.00	UK										
2013-07-24		Weights	0	0.00	Meter	0:0:00	67.0	kg																												
2013-07-25		Run	Tempo	9.60	Kilometer	0:0:00														Home via portabello	Asphalt		ASICS	GT-1000	11.00	UK										
2013-07-27		Weights	0	0.00	Meter	0:0:00	67.0	kg																												
2013-07-27		Run	Default	9.60	Kilometer	0:0:00	67.0	kg											gym-back	Work-home via wol	Asphalt,Concrete		ASICS	GT-1000	11.00	UK										
2013-07-28	17:44	Run	Long	28.10	Kilometer	2:28:44.99	67.0	kg												Cramond																
2013-07-29		Badminton	Default	0.00	Kilometer	0:0:00	67.0	kg																												
2013-07-29		Run	Default	2.00	Kilometer	0:0:00	67.0	kg												Treadmill	Treadmill		ASICS	GT-1000	11.00	UK										
2013-07-29		Weights	0	0.00	Meter	0:0:00	67.0	kg																												
2013-07-29		Run	Easy	5.50	Kilometer	0:0:00	67.0	kg												Work-meadowbank-home	Asphalt		ASICS	GT-1000	11.00	UK										
2013-07-30	17:50	Run	Default	16.59	Kilometer	1:18:44.52	66.0	kg												Work-Musselburgh-Home	Asphalt,Concrete		ASICS	GT-1000	11.00	UK										
2013-07-31		Weights	0	0.00	Meter	0:0:00	67.0	kg																												
2013-07-31		Run	Default	9.60	Kilometer	0:0:00	67.0	kg												Home via portabello	Asphalt		ASICS	GT-1000	11.00	UK										
2013-07-31		Run	Default	2.00	Kilometer	0:0:00	67.0	kg												Treadmill	Treadmill		ASICS	GT-1000	11.00	UK										
2013-08-01		Run	Default	13.00	Kilometer	0:0:00														Home via portabello prom	Asphalt,Concrete	Work - end of promenade - home	ASICS	GT-1000	11.00	UK										
2013-08-02		Run	Easy	2.00	Kilometer	0:0:00	66.0	kg												Treadmill	Treadmill		ASICS	GT-1000	11.00	UK										
2013-08-02		Run	Easy	4.80	Kilometer	0:0:00	67.0	kg											2 pints 1st...	Work-home via wol	Asphalt,Concrete		ASICS	GT-1000	11.00	UK										
2013-08-02		Weights	0	0.00	Meter	0:0:00	67.0	kg																												
2013-08-04	13:49	Run	Long	30.21	Kilometer	2:32:14.64	66.0	kg								Sunny				Canal/wol			ASICS	GT-1000	11.00	UK										
2013-08-05		Run	Default	2.00	Kilometer	0:0:00	66.0	kg												Treadmill	Treadmill		ASICS	GT-1000	11.00	UK										
2013-08-05		Weights	0	0.00	Meter	0:0:00	66.0	kg																												
2013-08-05		Badminton	Default	0.00	Kilometer	0:0:00	66.0	kg																												
2013-08-05	17:45	Run	Default	5.50	Kilometer	0:0:00	67.0	kg												Work-meadowbank-home	Asphalt		ASICS	GT-1000	11.00	UK										
2013-08-06		Run	Default	16.40	Kilometer	0:0:00	66.0	kg												Work-Musselburgh-Home	Asphalt,Concrete		ASICS	GT-1000	11.00	UK										
2013-08-07		Run	Default	4.80	Kilometer	0:0:00	66.0	kg												Work-home via wol	Asphalt,Concrete		ASICS	GT-1000	11.00	UK										
2013-08-07		Weights	0	0.00	Meter	0:0:00	66.0	kg																												
2013-08-07		Run	Default	2.00	Kilometer	0:0:00	66.0	kg												Treadmill	Treadmill		ASICS	GT-1000	11.00	UK										
2013-08-08		Bike	Easy	14.30	Kilometer	0:0:00	66.0	kg																												
2013-08-09		Bike	Default	2.00	Kilometer	0:0:00	66.0	kg												Treadmill	Treadmill															
2013-08-09		Weights	0	0.00	Meter	0:0:00	66.0	kg																												
2013-08-10		Bike	Default	50.50	Kilometer	0:0:00	66.0	kg												inverkeithing trip																
2013-08-11	15:02	Run	Long	25.00	Kilometer	2:00:59.31	66.0	kg															ASICS	GT-1000	11.00	UK										
2013-08-12		Badminton	Default	0.00	Kilometer	0:0:00	66.0	kg																												
2013-08-12		Run	Default	5.50	Kilometer	0:0:00	66.0	kg												Work-meadowbank-home	Asphalt		ASICS	GT-1000	11.00	UK										
2013-08-12		Weights	0	0.00	Meter	0:0:00	66.0	kg																												
2013-08-12		Run	Default	2.00	Kilometer	0:0:00	66.0	kg												Treadmill	Treadmill		ASICS	GT-1000	11.00	UK										
2013-08-13	17:32	Run	Default	19.53	Kilometer	1:32:52.19	66.0	kg												Work-Musselburgh-Home	Asphalt,Concrete		ASICS	GT-1000	11.00	UK										
2013-08-14		Run	Default	9.60	Kilometer	0:0:00	66.0	kg												Home via portabello	Asphalt		ASICS	GT-1000	11.00	UK										
2013-08-14		Weights	0				66.0	kg											discussed dl form																	
2013-08-14		Run	Default	2.00	Kilometer	0:0:00	66.0	kg												Treadmill	Treadmill		ASICS	GT-1000	11.00	UK										
2013-08-16	7:22	Run	Default	16.03	Kilometer	1:15:52.72	66.0	kg																												
2013-08-17	8:27	Run	Easy	3.13	Kilometer	0:15:47.64	66.0	kg												warmup etc.			New Balance	901	10.50	UK										
2013-08-17	9:01	Run	Race	5.00	Kilometer	0:17:50	66.0	kg												Preston Park Parkrun			New Balance	901	10.50	UK			1	158						
2013-08-17	9:22	Run	Easy	2.97	Kilometer	0:16:15.55	66.0	kg												warmup etc.			New Balance	901	10.50	UK										
2013-08-18	9:17	Run	Long	19.18	Kilometer	1:36:02.44	66.0	kg															New Balance	901	10.50	UK										
2013-08-19		Run	Default	2.00	Kilometer	0:0:00	66.0	kg												Treadmill	Treadmill		ASICS	GT-1000	11.00	UK										
2013-08-19		Badminton	Default	0.00	Kilometer	0:0:00	66.0	kg																												
2013-08-19		Run	Easy	5.50	Kilometer	0:0:00	66.0	kg												Work-meadowbank-home	Asphalt		ASICS	GT-1000	11.00	UK										
2013-08-19		Weights	0				66.0	kg																												
2013-08-20	18:12	Run	Default	19.21	Kilometer	1:38:12.74	66.0	kg												Work-Musselburgh-Home	Asphalt,Concrete		ASICS	GT-1000	11.00	UK										
2013-08-21		Run	Default	9.60	Kilometer	0:0:00	66.0	kg												Home via portabello	Asphalt		ASICS	GT-1000	11.00	UK										
2013-08-21		Run	Default	2.00	Kilometer	0:0:00														Treadmill	Treadmill		ASICS	GT-1000	11.00	UK										
2013-08-21		Weights	0				66.0	kg																												
2013-08-23		Run	Default	2.00	Kilometer	0:0:00	66.0	kg												Treadmill	Treadmill		ASICS	GT-1000	11.00	UK										
2013-08-23		Weights	0	0.00	Meter	0:0:00	66.0	kg																												
2013-08-23		Run	Default	9.60	Kilometer	0:0:00	66.0	kg												Home via portabello	Asphalt		ASICS	GT-1000	11.00	UK										
2013-08-24		Bike	Default	16.00	Kilometer	0:0:00	66.0	kg												Cramond																
2013-08-24	9:33	Run	Race	5.00	Kilometer	0:17:44	67.0	kg												Silverknowes ParkRun 5k			New Balance	901	10.50	UK			8	412						
